TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,"English, IOC",SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
30757,species,goreup1,Golden-rumped Euphonia,Golden-rumped Euphonia,Euphonia cyanocephala,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30761,species,fuveup1,Fulvous-vented Euphonia,Fulvous-vented Euphonia,Euphonia fulvicrissa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30765,species,gobeup1,Golden-bellied Euphonia,White-lored Euphonia,Euphonia chrysopasta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30768,species,brgeup1,Bronze-green Euphonia,Bronze-green Euphonia,Euphonia mesochrysa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30772,species,spceup1,Spot-crowned Euphonia,Spot-crowned Euphonia,Euphonia imitans,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30773,species,olbeup1,Olive-backed Euphonia,Olive-backed Euphonia,Euphonia gouldi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30776,species,whveup1,White-vented Euphonia,White-vented Euphonia,Euphonia minuta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30779,species,taceup1,Tawny-capped Euphonia,Tawny-capped Euphonia,Euphonia anneae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30782,species,orbeup1,Orange-bellied Euphonia,Orange-bellied Euphonia,Euphonia xanthogaster,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30793,species,rubeup1,Rufous-bellied Euphonia,Rufous-bellied Euphonia,Euphonia rufiventris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30794,species,goseup1,Golden-sided Euphonia,Golden-sided Euphonia,Euphonia cayennensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30795,species,chbeup1,Chestnut-bellied Euphonia,Chestnut-bellied Euphonia,Euphonia pectoralis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30796,spuh,euphon1,euphonia sp.,euphonia sp.,Euphonia sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30797,species,blnchl1,Blue-naped Chlorophonia,Blue-naped Chlorophonia,Chlorophonia cyanea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30805,species,chbchl1,Chestnut-breasted Chlorophonia,Chestnut-breasted Chlorophonia,Chlorophonia pyrrhophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30806,species,yecchl1,Yellow-collared Chlorophonia,Yellow-collared Chlorophonia,Chlorophonia flavirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30807,species,blcchl1,Blue-crowned Chlorophonia,Blue-crowned Chlorophonia,Chlorophonia occipitalis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30808,species,gobchl1,Golden-browed Chlorophonia,Golden-browed Chlorophonia,Chlorophonia callophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30809,species,plmfin1,Plain Mountain-Finch,Plain Mountain Finch,Leucosticte nemoricola,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30812,species,bhmfin1,Black-headed Mountain-Finch,Brandt's Mountain Finch,Leucosticte brandti,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30819,species,asrfin1,Asian Rosy-Finch,Asian Rosy Finch,Leucosticte arctoa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30825,species,gcrfin,Gray-crowned Rosy-Finch,Grey-crowned Rosy Finch,Leucosticte tephrocotis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30826,issf,gycrof2,Gray-crowned Rosy-Finch (Pribilof Is.),Grey-crowned Rosy Finch (Pribilof Is.),Leucosticte tephrocotis umbrina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
30827,issf,gycrof3,Gray-crowned Rosy-Finch (Aleutian and Kodiak Is.),Grey-crowned Rosy Finch (Aleutian and Kodiak Is.),Leucosticte tephrocotis griseonucha,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
30828,issf,gycrof1,Gray-crowned Rosy-Finch (Hepburn's),Grey-crowned Rosy Finch (Hepburn's),Leucosticte tephrocotis littoralis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
30829,issf,gycrof4,Gray-crowned Rosy-Finch (Gray-crowned),Grey-crowned Rosy Finch (Grey-crowned),Leucosticte tephrocotis [tephrocotis Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
30829.2,intergrade,gycrof5,Gray-crowned Rosy-Finch (Hepburn's x Gray-crowned),Grey-crowned Rosy Finch (Hepburn's x Grey-crowned),Leucosticte tephrocotis littoralis x tephrocotis Group,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,gcrfin
30834,species,bkrfin,Black Rosy-Finch,Black Rosy Finch,Leucosticte atrata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30835,species,bcrfin,Brown-capped Rosy-Finch,Brown-capped Rosy Finch,Leucosticte australis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30836,spuh,rosfin,rosy-finch sp.,rosy finch sp.,Leucosticte sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30837,species,gonfin1,Gold-naped Finch,Golden-naped Finch,Pyrrhoplectes epauletta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30838,species,spefin1,Spectacled Finch,Spectacled Finch,Callacanthis burtoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30839,species,crwfin2,Crimson-winged Finch,Eurasian/African Crimson-winged Finch,Rhodopechys sanguineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30840,issf,crwfin1,Crimson-winged Finch (African),African Crimson-winged Finch,Rhodopechys sanguineus alienus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,crwfin2
30841,issf,crwfin3,Crimson-winged Finch (Eurasian),Eurasian Crimson-winged Finch,Rhodopechys sanguineus sanguineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,crwfin2
30842,species,trufin2,Trumpeter Finch,Trumpeter Finch,Bucanetes githagineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30847,species,monfin2,Mongolian Finch,Mongolian Finch,Bucanetes mongolicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30848,species,desfin2,Desert Finch,Desert Finch,Rhodospiza obsoleta,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30849,species,pingro,Pine Grosbeak,Pine Grosbeak,Pinicola enucleator,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861,species,crbfin3,Crimson-browed Finch,Crimson-browed Finch,Pinicola subhimachala,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.01,species,brobul1,Brown Bullfinch,Brown Bullfinch,Pyrrhula nipalensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.07,species,whcbul1,White-cheeked Bullfinch,White-cheeked Bullfinch,Pyrrhula leucogenis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.1,species,orabul1,Orange Bullfinch,Orange Bullfinch,Pyrrhula aurantiaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.11,species,rehbul1,Red-headed Bullfinch,Red-headed Bullfinch,Pyrrhula erythrocephala,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.12,species,gyhbul2,Gray-headed Bullfinch,Grey-headed Bullfinch,Pyrrhula erythaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.155,slash,y00761,Brown/Gray-headed Bullfinch,Brown/Grey-headed Bullfinch,Pyrrhula nipalensis/erythaca,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.16,species,eurbul1,Azores Bullfinch,Azores Bullfinch,Pyrrhula murina,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.17,species,eurbul,Eurasian Bullfinch,Eurasian Bullfinch,Pyrrhula pyrrhula,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30861.175,issf,eurbul2,Eurasian Bullfinch (Eurasian),Eurasian Bullfinch (Eurasian),Pyrrhula pyrrhula [pyrrhula Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,eurbul
30861.24,issf,eurbul3,Eurasian Bullfinch (Baikal),Eurasian Bullfinch (Baikal),Pyrrhula pyrrhula [griseiventris Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,eurbul
30862.03,species,poouli,Poo-uli,Poo-uli,Melamprosops phaeosoma,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.06,species,akikik,Akikiki,Akikiki,Oreomystis bairdi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.09,species,oahala,Oahu Alauahio,Oahu Alauahio,Paroreomyza maculata,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.12,species,kakawa,Kakawahie,Kakawahie,Paroreomyza flammea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.15,species,mauala,Maui Alauahio,Maui Alauahio,Paroreomyza montana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.18,species,palila,Palila,Palila,Loxioides bailleui,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.21,species,layfin,Laysan Finch,Laysan Finch,Telespiza cantans,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.24,species,nihfin,Nihoa Finch,Nihoa Finch,Telespiza ultima,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.27,species,kongro,Kona Grosbeak,Kona Grosbeak,Chloridops kona,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.3,species,lekfin,Lesser Koa-Finch,Lesser Koa Finch,Rhodacanthis flaviceps,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.33,species,grkfin,Greater Koa-Finch,Greater Koa Finch,Rhodacanthis palmeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.36,species,ulahaw,Ula-ai-hawane,Ula-ai-hawane,Ciridops anna,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.39,species,crehon,Akohekohe,Akohekohe,Palmeria dolei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.42,species,apapan2,Laysan Honeycreeper,Laysan Honeycreeper,Himatione fraithii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.45,species,apapan,Apapane,Apapane,Himatione sanguinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.48,species,iiwi,Iiwi,Iiwi,Drepanis coccinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.54,hybrid,x00828,Apapane x Iiwi (hybrid),Apapane x Iiwi (hybrid),Himatione sanguinea x Drepanis coccinea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.57,species,hawmam1,Hawaii Mamo,Hawaii Mamo,Drepanis pacifica,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.6,species,blkmam,Black Mamo,Black Mamo,Drepanis funerea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.66,species,ou,Ou,Ou,Psittirostra psittacea,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.69,species,lanhoo,Lanai Hookbill,Lanai Hookbill,Dysmorodrepanis munroi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.72,species,maupar,Maui Parrotbill,Maui Parrotbill,Pseudonestor xanthophrys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.75,species,nukupu2,Kauai Nukupuu,Kauai Nukupuu,Hemignathus hanapepe,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.78,species,nukupu3,Oahu Nukupuu,Oahu Nukupuu,Hemignathus lucidus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.81,species,nukupu1,Maui Nukupuu,Maui Nukupuu,Hemignathus affinis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.84,species,akiapo,Akiapolaau,Akiapolaau,Hemignathus wilsoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.87,species,lesaki,Lesser Akialoa,Lesser Akialoa,Akialoa obscura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.9,species,greaki2,Oahu Akialoa,Oahu Akialoa,Akialoa ellisiana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.93,species,greaki4,Kauai Akialoa,Kauai Akialoa,Akialoa stejnegeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30862.96,species,greaki3,Maui-nui Akialoa,Maui-nui Akialoa,Akialoa lanaiensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.02,species,aniani,Anianiau,Anianiau,Magumma parva,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.05,species,hawama,Hawaii Amakihi,Hawaii Amakihi,Chlorodrepanis virens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.08,issf,hawama1,Hawaii Amakihi (Maui),Hawaii Amakihi (Maui),Chlorodrepanis virens wilsoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,hawama
30863.11,issf,hawama2,Hawaii Amakihi (Hawaii),Hawaii Amakihi (Hawaii),Chlorodrepanis virens virens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,hawama
30863.14,species,oahama,Oahu Amakihi,Oahu Amakihi,Chlorodrepanis flava,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.17,species,kauama,Kauai Amakihi,Kauai Amakihi,Chlorodrepanis stejnegeri,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.2,species,greama,Greater Amakihi,Greater Amakihi,Viridonia sagittirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.23,species,hawcre,Hawaii Creeper,Hawaii Creeper,Loxops mana,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.26,species,akekee,Akekee,Akekee,Loxops caeruleirostris,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.28,species,akepa1,Hawaii Akepa,Hawaii Akepa,Loxops coccineus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.32,species,akepa2,Oahu Akepa,Oahu Akepa,Loxops wolstenholmei,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.34,species,akepa3,Maui Akepa,Maui Akepa,Loxops ochraceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30863.35,spuh,hawhon1,hawaiian honeycreeper sp.,hawaiian honeycreeper sp.,Drepanidinae sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30866,species,houfin,House Finch,House Finch,Haemorhous mexicanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30867,issf,houfin1,House Finch (Common),House Finch (Common),Haemorhous mexicanus [mexicanus Group],Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,houfin
30878.2,issf,houfin2,House Finch (McGregor's),House Finch (McGregor's),Haemorhous mexicanus mcgregori,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,houfin
30878.4,species,purfin,Purple Finch,Purple Finch,Haemorhous purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30878.6,issf,purfin1,Purple Finch (Eastern),Purple Finch (Eastern),Haemorhous purpureus purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,purfin
30878.7,issf,purfin2,Purple Finch (Western),Purple Finch (Western),Haemorhous purpureus californicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,purfin
30878.8,slash,y00338,House/Purple Finch,House/Purple Finch,Haemorhous mexicanus/purpureus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30878.9,species,casfin,Cassin's Finch,Cassin's Finch,Haemorhous cassinii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30878.95,slash,y00762,Purple/Cassin's Finch,Purple/Cassin's Finch,Haemorhous purpureus/cassinii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30880.5,spuh,haemor1,Haemorhous sp.,Haemorhous sp.,Haemorhous sp.,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30881,species,blaros1,Blanford's Rosefinch,Blanford's Rosefinch,Carpodacus rubescens,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30882,species,dabros1,Dark-breasted Rosefinch,Dark-breasted Rosefinch,Carpodacus nipalensis,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30886,species,comros,Common Rosefinch,Common Rosefinch,Carpodacus erythrinus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30892,species,bearos1,Himalayan Beautiful Rosefinch,Himalayan Beautiful Rosefinch,Carpodacus pulcherrimus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30893.5,species,chbros1,Chinese Beautiful Rosefinch,Chinese Beautiful Rosefinch,Carpodacus davidianus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30897,species,pirros1,Pink-rumped Rosefinch,Pink-rumped Rosefinch,Carpodacus waltoni,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30898,species,pibros2,Pink-browed Rosefinch,Pink-browed Rosefinch,Carpodacus rodochroa,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30900,species,vinros2,Vinaceous Rosefinch,Vinaceous Rosefinch,Carpodacus vinaceus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30901,species,vinros3,Taiwan Rosefinch,Taiwan Rosefinch,Carpodacus formosanus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30902,species,darros1,Dark-rumped Rosefinch,Dark-rumped Rosefinch,Carpodacus edwardsii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30905,species,sinros1,Sinai Rosefinch,Sinai Rosefinch,Carpodacus synoicus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30906.5,species,palros3,Pale Rosefinch,Pale Rosefinch,Carpodacus stoliczkae,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30910,species,palros2,Pallas's Rosefinch,Pallas's Rosefinch,Carpodacus roseus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30913,species,thbros1,Three-banded Rosefinch,Three-banded Rosefinch,Carpodacus trifasciatus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30914,species,spwros2,Spot-winged Rosefinch,Spot-winged Rosefinch,Carpodacus rodopeplus,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30916,species,spwros3,Sharpe's Rosefinch,Sharpe's Rosefinch,Carpodacus verreauxii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30917,species,whbros1,Himalayan White-browed Rosefinch,Himalayan White-browed Rosefinch,Carpodacus thura,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30920,species,cwbros1,Chinese White-browed Rosefinch,Chinese White-browed Rosefinch,Carpodacus dubius,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30923,species,tibros1,Tibetan Rosefinch,Tibetan Rosefinch,Carpodacus roborowskii,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
30923.5,species,tahmof1,Sillem's Rosefinch,Sillem's Mountain Finch,Carpodacus sillemi,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,
